level,city,town,name,Any disability_2023,Mobility disability_2023,Coronary heart disease_2023,Current asthma_2023,Diabetes_2023,High blood pressure_2023,Annual checkup_2023,Dental visit_2022,Health insurance_2023
tract,NA,NA,09140125300,0.258,0.111,0.051,0.11,0.1,0.312,0.787,0.656,0.112
tract,NA,NA,09140125400,0.29,0.134,0.063,0.115,0.113,0.34,0.792,0.594,0.124
tract,NA,NA,09140130101,0.257,0.114,0.06,0.109,0.095,0.324,0.796,0.683,0.083
tract,NA,NA,09140130102,0.249,0.106,0.056,0.111,0.091,0.311,0.79,0.72,0.084
tract,NA,NA,09140130201,0.212,0.09,0.053,0.103,0.085,0.311,0.808,0.736,0.056
tract,NA,NA,09140130202,0.247,0.108,0.059,0.11,0.094,0.321,0.798,0.715,0.076
tract,NA,NA,09140341100,0.231,0.102,0.06,0.106,0.092,0.329,0.811,0.748,0.061
tract,NA,NA,09140342100,0.246,0.117,0.068,0.108,0.1,0.332,0.823,0.751,0.056
tract,NA,NA,09140343101,0.238,0.098,0.055,0.099,0.089,0.313,0.784,0.701,0.098
tract,NA,NA,09140343102,0.202,0.087,0.057,0.099,0.084,0.318,0.828,0.796,0.045
tract,NA,NA,09140343200,0.198,0.083,0.049,0.103,0.08,0.293,0.809,0.756,0.051
tract,NA,NA,09140343300,0.216,0.098,0.063,0.098,0.089,0.337,0.836,0.808,0.045
tract,NA,NA,09140343400,0.193,0.081,0.05,0.1,0.079,0.296,0.812,0.786,0.048
tract,NA,NA,09140344100,0.237,0.109,0.065,0.106,0.095,0.339,0.821,0.762,0.055
tract,NA,NA,09140344200,0.2,0.088,0.056,0.1,0.089,0.323,0.828,0.795,0.041
tract,NA,NA,09140345100,0.254,0.111,0.058,0.112,0.097,0.321,0.795,0.718,0.085
tract,NA,NA,09140345201,0.264,0.117,0.06,0.111,0.097,0.323,0.793,0.694,0.092
tract,NA,NA,09140345202,0.244,0.106,0.056,0.111,0.094,0.319,0.798,0.724,0.078
tract,NA,NA,09140345300,0.236,0.095,0.049,0.11,0.084,0.289,0.781,0.701,0.087
tract,NA,NA,09140345400,0.257,0.116,0.062,0.11,0.099,0.332,0.805,0.697,0.086
tract,NA,NA,09140346101,0.231,0.105,0.067,0.103,0.095,0.348,0.829,0.749,0.053
tract,NA,NA,09140346102,0.209,0.089,0.052,0.105,0.084,0.309,0.809,0.764,0.051
tract,NA,NA,09140347100,0.24,0.109,0.064,0.106,0.095,0.342,0.817,0.761,0.06
tract,NA,NA,09140347200,0.226,0.099,0.057,0.108,0.088,0.319,0.809,0.732,0.055
tract,NA,NA,09140348111,0.261,0.125,0.071,0.109,0.107,0.357,0.812,0.762,0.071
tract,NA,NA,09140348122,0.2,0.085,0.052,0.104,0.083,0.308,0.813,0.765,0.047
tract,NA,NA,09140348123,0.191,0.079,0.048,0.102,0.077,0.293,0.808,0.819,0.046
tract,NA,NA,09140348124,0.325,0.175,0.112,0.099,0.132,0.474,0.896,0.79,0.05
tract,NA,NA,09140348125,0.33,0.181,0.114,0.099,0.137,0.476,0.891,0.786,0.054
tract,NA,NA,09140349100,0.229,0.1,0.055,0.109,0.084,0.289,0.802,0.76,0.059
tract,NA,NA,09140349200,0.238,0.104,0.056,0.11,0.085,0.289,0.798,0.702,0.065
tract,NA,NA,09140350101,0.5,0.327,0.138,0.121,0.269,0.5,0.805,0.344,0.31
tract,NA,NA,09140350200,0.469,0.252,0.086,0.133,0.197,0.415,0.762,0.403,0.325
tract,NA,NA,09140350300,0.352,0.152,0.052,0.118,0.129,0.318,0.752,0.522,0.264
tract,NA,NA,09140350400,0.349,0.158,0.056,0.117,0.139,0.336,0.764,0.472,0.237
tract,NA,NA,09140350500,0.439,0.225,0.082,0.122,0.182,0.378,0.754,0.417,0.326
tract,NA,NA,09140350800,0.334,0.147,0.055,0.121,0.123,0.325,0.762,0.531,0.211
tract,NA,NA,09140350900,0.304,0.141,0.059,0.119,0.12,0.342,0.789,0.632,0.149
tract,NA,NA,09140351000,0.332,0.166,0.07,0.116,0.143,0.37,0.794,0.587,0.181
tract,NA,NA,09140351100,0.346,0.167,0.065,0.123,0.142,0.361,0.778,0.563,0.196
tract,NA,NA,09140351200,0.371,0.186,0.07,0.122,0.158,0.373,0.778,0.499,0.229
tract,NA,NA,09140351300,0.344,0.168,0.072,0.117,0.139,0.368,0.786,0.555,0.184
tract,NA,NA,09140351400,0.314,0.139,0.056,0.111,0.121,0.316,0.767,0.525,0.204
tract,NA,NA,09140351500,0.328,0.156,0.069,0.117,0.13,0.355,0.784,0.633,0.168
tract,NA,NA,09140351601,0.3,0.136,0.062,0.115,0.111,0.329,0.781,0.607,0.152
tract,NA,NA,09140351602,0.312,0.149,0.072,0.117,0.118,0.357,0.795,0.612,0.13
tract,NA,NA,09140351700,0.37,0.174,0.066,0.122,0.144,0.356,0.769,0.517,0.223
tract,NA,NA,09140351800,0.278,0.128,0.064,0.111,0.11,0.344,0.801,0.665,0.117
tract,NA,NA,09140351900,0.258,0.107,0.057,0.11,0.092,0.308,0.796,0.695,0.083
tract,NA,NA,09140352000,0.284,0.134,0.066,0.112,0.115,0.349,0.801,0.688,0.116
tract,NA,NA,09140352100,0.339,0.17,0.076,0.122,0.142,0.38,0.797,0.589,0.149
tract,NA,NA,09140352200,0.356,0.164,0.058,0.121,0.135,0.331,0.768,0.514,0.233
tract,NA,NA,09140352300,0.375,0.189,0.075,0.123,0.157,0.381,0.779,0.476,0.213
tract,NA,NA,09140352400,0.317,0.158,0.067,0.114,0.139,0.372,0.803,0.554,0.155
tract,NA,NA,09140352500,0.368,0.193,0.083,0.123,0.155,0.394,0.794,0.576,0.186
tract,NA,NA,09140352600,0.332,0.166,0.074,0.116,0.139,0.378,0.796,0.554,0.154
tract,NA,NA,09140352701,0.333,0.167,0.076,0.117,0.136,0.375,0.8,0.622,0.15
tract,NA,NA,09140352702,0.326,0.162,0.073,0.119,0.135,0.375,0.799,0.665,0.142
tract,NA,NA,09140352800,0.32,0.155,0.07,0.116,0.128,0.36,0.797,0.622,0.148
tract,NA,NA,09140360100,0.235,0.107,0.06,0.108,0.089,0.303,0.812,0.729,0.059
tract,NA,NA,09140360200,0.238,0.11,0.063,0.108,0.093,0.311,0.815,0.726,0.058
tract,NA,NA,09140360300,0.246,0.109,0.056,0.111,0.088,0.29,0.798,0.691,0.079
tract,NA,NA,09140360400,0.253,0.115,0.062,0.11,0.09,0.304,0.806,0.711,0.072
tract,NA,NA,09140361100,0.222,0.097,0.057,0.107,0.087,0.318,0.812,0.783,0.056
tract,NA,NA,09140361200,0.234,0.103,0.06,0.107,0.089,0.324,0.811,0.741,0.06
tract,NA,NA,09140361300,0.236,0.102,0.059,0.106,0.09,0.323,0.804,0.732,0.061
tract,NA,NA,09140362101,0.22,0.101,0.059,0.106,0.088,0.306,0.825,0.768,0.05
tract,NA,NA,09140362102,0.224,0.103,0.062,0.105,0.091,0.314,0.826,0.755,0.049
tract,NA,NA,09140405100,0.253,0.101,0.05,0.125,0.095,0.294,0.801,0.741,0.089
tract,NA,NA,09140405200,0.253,0.11,0.058,0.121,0.103,0.322,0.822,0.718,0.076
tract,NA,NA,09140405300,0.27,0.122,0.063,0.123,0.109,0.339,0.828,0.697,0.078
tract,NA,NA,09140405401,0.24,0.103,0.056,0.121,0.099,0.32,0.825,0.756,0.062
tract,NA,NA,09140405402,0.261,0.111,0.053,0.124,0.104,0.312,0.809,0.674,0.095
tract,NA,NA,09140405500,0.264,0.112,0.054,0.124,0.103,0.313,0.808,0.675,0.094
tract,NA,NA,09140405600,0.269,0.112,0.053,0.126,0.103,0.306,0.801,0.692,0.103
tract,NA,NA,09140405700,0.323,0.158,0.073,0.128,0.139,0.365,0.816,0.647,0.133
tract,NA,NA,09140405801,0.276,0.121,0.059,0.125,0.108,0.326,0.809,0.66,0.095
tract,NA,NA,09140405802,0.232,0.101,0.057,0.119,0.1,0.327,0.834,0.757,0.057
tract,NA,NA,09140405900,0.245,0.105,0.055,0.121,0.1,0.317,0.82,0.747,0.07
tract,NA,NA,09140406001,0.283,0.128,0.062,0.123,0.113,0.335,0.821,0.652,0.109
tract,NA,NA,09140406002,0.267,0.121,0.068,0.119,0.108,0.35,0.838,0.725,0.067
tract,NA,NA,09140406100,0.358,0.171,0.076,0.131,0.139,0.36,0.803,0.545,0.166
tract,NA,NA,09140425300,0.252,0.115,0.063,0.112,0.095,0.31,0.803,0.687,0.067
tract,NA,NA,09140425400,0.25,0.115,0.062,0.111,0.095,0.309,0.802,0.693,0.067
tract,NA,NA,09140425500,0.271,0.123,0.063,0.113,0.097,0.306,0.789,0.694,0.088
tract,NA,NA,09150708100,0.292,0.127,0.067,0.121,0.1,0.363,0.812,0.714,0.068
tract,NA,NA,09150815000,0.277,0.123,0.064,0.113,0.107,0.359,0.804,0.701,0.073
tract,NA,NA,09150820000,0.277,0.127,0.073,0.11,0.113,0.382,0.82,0.707,0.063
tract,NA,NA,09150825000,0.264,0.112,0.062,0.112,0.097,0.342,0.802,0.743,0.068
tract,NA,NA,09150830100,0.251,0.106,0.058,0.109,0.096,0.341,0.806,0.73,0.062
tract,NA,NA,09150890203,0.24,0.118,0.074,0.111,0.105,0.364,0.827,0.758,0.057
tract,NA,NA,09150900100,0.259,0.112,0.061,0.111,0.097,0.347,0.807,0.747,0.061
tract,NA,NA,09150900200,0.296,0.131,0.067,0.116,0.106,0.357,0.796,0.703,0.082
tract,NA,NA,09150901101,0.23,0.096,0.056,0.108,0.09,0.332,0.812,0.775,0.052
tract,NA,NA,09150901102,0.234,0.099,0.057,0.108,0.092,0.338,0.816,0.758,0.051
tract,NA,NA,09150902200,0.254,0.112,0.065,0.108,0.101,0.358,0.817,0.728,0.059
tract,NA,NA,09150902500,0.235,0.094,0.054,0.108,0.086,0.316,0.804,0.736,0.055
tract,NA,NA,09150903101,0.363,0.177,0.083,0.125,0.132,0.391,0.789,0.622,0.116
tract,NA,NA,09150903102,0.282,0.116,0.055,0.12,0.094,0.318,0.776,0.638,0.094
tract,NA,NA,09150903200,0.294,0.136,0.075,0.112,0.112,0.383,0.82,0.721,0.069
tract,NA,NA,09150904101,0.276,0.12,0.064,0.113,0.1,0.349,0.801,0.714,0.074
tract,NA,NA,09150904102,0.271,0.118,0.063,0.114,0.1,0.348,0.799,0.696,0.07
tract,NA,NA,09150904400,0.324,0.152,0.077,0.117,0.119,0.381,0.801,0.634,0.088
tract,NA,NA,09150904500,0.317,0.141,0.069,0.119,0.113,0.356,0.787,0.671,0.096
tract,NA,NA,09150905101,0.271,0.114,0.059,0.115,0.096,0.335,0.795,0.708,0.073
tract,NA,NA,09150905102,0.281,0.122,0.067,0.107,0.103,0.359,0.8,0.679,0.082
tract,NA,NA,09150906100,0.26,0.113,0.061,0.112,0.099,0.348,0.807,0.731,0.065
tract,NA,NA,09150907100,0.308,0.137,0.067,0.12,0.11,0.357,0.791,0.639,0.087
tract,NA,NA,09150907200,0.278,0.114,0.058,0.116,0.096,0.33,0.784,0.659,0.08
tract,NA,NA,09150907300,0.313,0.14,0.069,0.118,0.111,0.362,0.793,0.671,0.091
tract,NA,NA,09150908100,0.307,0.137,0.067,0.122,0.112,0.36,0.788,0.638,0.086
tract,NA,NA,09160260200,0.309,0.155,0.082,0.114,0.116,0.349,0.807,0.64,0.092
tract,NA,NA,09160261100,0.24,0.115,0.071,0.102,0.097,0.339,0.841,0.782,0.051
tract,NA,NA,09160262100,0.236,0.115,0.073,0.102,0.101,0.345,0.843,0.752,0.051
tract,NA,NA,09160263200,0.26,0.132,0.081,0.107,0.113,0.365,0.842,0.751,0.052
tract,NA,NA,09160265100,0.26,0.128,0.073,0.111,0.102,0.335,0.825,0.719,0.064
tract,NA,NA,09160266100,0.248,0.121,0.071,0.105,0.102,0.336,0.829,0.704,0.058
tract,NA,NA,09160267100,0.248,0.121,0.073,0.105,0.102,0.337,0.831,0.739,0.058
tract,NA,NA,09160268100,0.207,0.096,0.065,0.1,0.091,0.326,0.844,0.808,0.038
tract,NA,NA,09160290100,0.213,0.096,0.058,0.105,0.086,0.303,0.823,0.763,0.046
tract,NA,NA,09160293100,0.243,0.115,0.067,0.108,0.098,0.328,0.82,0.734,0.056
tract,NA,NA,09160296100,0.219,0.102,0.063,0.104,0.092,0.319,0.831,0.756,0.047
tract,NA,NA,09160298300,0.246,0.114,0.066,0.108,0.095,0.32,0.816,0.761,0.059
tract,NA,NA,09160298400,0.22,0.1,0.061,0.105,0.089,0.31,0.823,0.758,0.05
tract,NA,NA,09160300100,0.251,0.123,0.072,0.107,0.103,0.343,0.834,0.749,0.056
tract,NA,NA,09160300400,0.212,0.093,0.058,0.104,0.082,0.293,0.818,0.79,0.046
tract,NA,NA,09160300500,0.24,0.113,0.066,0.107,0.093,0.32,0.825,0.763,0.056
tract,NA,NA,09160303100,0.229,0.104,0.062,0.106,0.09,0.311,0.819,0.735,0.052
tract,NA,NA,09160306100,0.208,0.091,0.055,0.105,0.082,0.292,0.817,0.779,0.046
tract,NA,NA,09160310100,0.275,0.125,0.061,0.113,0.097,0.298,0.787,0.621,0.109
tract,NA,NA,09160310200,0.294,0.134,0.064,0.113,0.106,0.305,0.778,0.559,0.129
tract,NA,NA,09160310300,0.33,0.156,0.067,0.119,0.12,0.322,0.77,0.573,0.159
tract,NA,NA,09160310400,0.265,0.124,0.068,0.11,0.099,0.324,0.81,0.681,0.077
tract,NA,NA,09160310500,0.298,0.148,0.078,0.112,0.113,0.349,0.814,0.67,0.086
tract,NA,NA,09160310601,0.245,0.113,0.059,0.109,0.095,0.305,0.808,0.732,0.068
tract,NA,NA,09160310602,0.282,0.138,0.076,0.109,0.108,0.345,0.819,0.675,0.075
tract,NA,NA,09160310700,0.275,0.134,0.072,0.112,0.109,0.336,0.81,0.716,0.081
tract,NA,NA,09160310801,0.32,0.151,0.066,0.121,0.114,0.314,0.773,0.568,0.136
tract,NA,NA,09160310803,0.317,0.158,0.076,0.117,0.118,0.337,0.792,0.595,0.12
tract,NA,NA,09160310804,0.303,0.151,0.075,0.111,0.117,0.34,0.803,0.647,0.118
tract,NA,NA,09160320101,0.319,0.156,0.077,0.118,0.12,0.342,0.795,0.643,0.105
tract,NA,NA,09160320102,0.272,0.128,0.067,0.113,0.102,0.32,0.801,0.683,0.078
tract,NA,NA,09160320200,0.25,0.118,0.067,0.109,0.099,0.324,0.816,0.728,0.062
tract,NA,NA,09160330100,0.238,0.106,0.061,0.12,0.104,0.341,0.836,0.774,0.051
tract,NA,NA,09160410101,0.204,0.084,0.049,0.117,0.087,0.3,0.83,0.794,0.046
tract,NA,NA,09160410102,0.216,0.091,0.051,0.119,0.092,0.308,0.827,0.765,0.05
tract,NA,NA,09160425601,0.242,0.119,0.071,0.109,0.106,0.344,0.836,0.768,0.048
tract,NA,NA,09160425602,0.264,0.133,0.079,0.109,0.113,0.358,0.832,0.744,0.058
tract,NA,NA,09170140101,0.175,0.037,0.018,0.095,0.036,0.153,0.727,0.742,0.07
tract,NA,NA,09170140102,0.201,0.067,0.032,0.102,0.069,0.237,0.761,0.655,0.073
tract,NA,NA,09170140200,0.51,0.362,0.19,0.115,0.262,0.611,0.887,0.604,0.193
tract,NA,NA,09170140300,0.347,0.159,0.058,0.117,0.14,0.338,0.767,0.448,0.212
tract,NA,NA,09170140400,0.3,0.139,0.056,0.111,0.128,0.332,0.782,0.602,0.179
tract,NA,NA,09170140500,0.367,0.18,0.063,0.117,0.157,0.358,0.768,0.465,0.265
tract,NA,NA,09170140600,0.409,0.214,0.077,0.125,0.181,0.403,0.78,0.426,0.26
tract,NA,NA,09170140700,0.35,0.148,0.054,0.126,0.122,0.332,0.761,0.498,0.173
tract,NA,NA,09170140800,0.429,0.238,0.085,0.14,0.194,0.443,0.797,0.467,0.216
tract,NA,NA,09170140900,0.352,0.172,0.064,0.132,0.15,0.389,0.793,0.538,0.152
tract,NA,NA,09170141000,0.193,0.08,0.046,0.103,0.083,0.3,0.811,0.789,0.055
tract,NA,NA,09170141100,0.221,0.104,0.055,0.108,0.108,0.357,0.833,0.749,0.059
tract,NA,NA,09170141200,0.323,0.16,0.058,0.132,0.138,0.381,0.807,0.607,0.138
tract,NA,NA,09170141301,0.354,0.137,0.051,0.135,0.109,0.302,0.77,0.555,0.145
tract,NA,NA,09170141400,0.29,0.138,0.055,0.125,0.127,0.37,0.811,0.624,0.112
tract,NA,NA,09170141500,0.325,0.165,0.059,0.133,0.15,0.405,0.818,0.494,0.135
tract,NA,NA,09170141600,0.336,0.167,0.065,0.123,0.151,0.394,0.796,0.546,0.146
tract,NA,NA,09170141800,0.177,0.054,0.028,0.099,0.058,0.214,0.772,0.727,0.062
tract,NA,NA,09170141900,0.167,0.049,0.027,0.1,0.046,0.193,0.754,0.77,0.06
tract,NA,NA,09170142000,0.187,0.054,0.031,0.099,0.054,0.207,0.75,0.691,0.065
tract,NA,NA,09170142100,0.316,0.127,0.049,0.119,0.106,0.303,0.755,0.552,0.175
tract,NA,NA,09170142200,0.205,0.07,0.04,0.102,0.067,0.248,0.763,0.734,0.072
tract,NA,NA,09170142300,0.37,0.178,0.066,0.113,0.154,0.346,0.763,0.512,0.274
tract,NA,NA,09170142400,0.328,0.142,0.049,0.11,0.125,0.309,0.754,0.496,0.252
tract,NA,NA,09170142500,0.325,0.154,0.061,0.111,0.137,0.342,0.781,0.623,0.209
tract,NA,NA,09170142601,0.299,0.139,0.055,0.117,0.125,0.339,0.789,0.593,0.161
tract,NA,NA,09170142604,0.325,0.162,0.069,0.114,0.145,0.376,0.795,0.593,0.18
tract,NA,NA,09170142605,0.424,0.265,0.118,0.125,0.218,0.49,0.833,0.473,0.203
tract,NA,NA,09170142700,0.328,0.153,0.059,0.114,0.133,0.337,0.772,0.545,0.21
tract,NA,NA,09170142800,0.241,0.106,0.058,0.105,0.094,0.32,0.804,0.728,0.089
tract,NA,NA,09170150100,0.222,0.093,0.054,0.105,0.083,0.302,0.799,0.732,0.064
tract,NA,NA,09170150200,0.224,0.096,0.054,0.103,0.089,0.305,0.799,0.728,0.066
tract,NA,NA,09170150300,0.232,0.101,0.057,0.105,0.091,0.32,0.807,0.751,0.068
tract,NA,NA,09170150400,0.236,0.105,0.059,0.107,0.095,0.329,0.812,0.74,0.065
tract,NA,NA,09170150500,0.212,0.091,0.054,0.103,0.085,0.311,0.811,0.747,0.058
tract,NA,NA,09170150600,0.231,0.105,0.061,0.103,0.095,0.331,0.817,0.726,0.062
tract,NA,NA,09170150700,0.214,0.092,0.054,0.103,0.086,0.309,0.809,0.754,0.055
tract,NA,NA,09170150800,0.23,0.103,0.061,0.101,0.091,0.331,0.821,0.759,0.059
tract,NA,NA,09170150900,0.223,0.098,0.058,0.105,0.088,0.321,0.815,0.78,0.057
tract,NA,NA,09170151000,0.229,0.104,0.061,0.105,0.092,0.333,0.822,0.735,0.054
tract,NA,NA,09170151100,0.211,0.091,0.054,0.104,0.086,0.313,0.813,0.788,0.054
tract,NA,NA,09170151200,0.229,0.103,0.061,0.105,0.094,0.334,0.82,0.752,0.056
tract,NA,NA,09170154101,0.267,0.12,0.052,0.11,0.115,0.331,0.793,0.593,0.122
tract,NA,NA,09170154102,0.271,0.129,0.06,0.113,0.122,0.362,0.811,0.641,0.114
tract,NA,NA,09170154200,0.287,0.135,0.057,0.115,0.125,0.351,0.798,0.615,0.137
tract,NA,NA,09170154500,0.311,0.147,0.064,0.114,0.128,0.348,0.786,0.572,0.154
tract,NA,NA,09170154600,0.298,0.136,0.064,0.116,0.12,0.346,0.793,0.644,0.124
tract,NA,NA,09170154700,0.261,0.122,0.068,0.108,0.105,0.352,0.815,0.739,0.077
tract,NA,NA,09170154800,0.245,0.11,0.063,0.107,0.097,0.338,0.814,0.727,0.068
tract,NA,NA,09170154900,0.307,0.155,0.077,0.113,0.132,0.38,0.809,0.618,0.115
tract,NA,NA,09170155000,0.288,0.127,0.057,0.114,0.106,0.32,0.778,0.66,0.142
tract,NA,NA,09170155100,0.273,0.127,0.065,0.11,0.111,0.347,0.805,0.689,0.107
tract,NA,NA,09170157100,0.254,0.122,0.074,0.099,0.104,0.366,0.837,0.761,0.058
tract,NA,NA,09170157200,0.207,0.09,0.056,0.098,0.086,0.317,0.822,0.794,0.045
tract,NA,NA,09170157300,0.208,0.093,0.061,0.096,0.09,0.331,0.832,0.809,0.047
tract,NA,NA,09170157400,0.197,0.084,0.053,0.099,0.083,0.309,0.822,0.79,0.043
tract,NA,NA,09170160100,0.173,0.073,0.049,0.095,0.08,0.302,0.829,0.822,0.036
tract,NA,NA,09170160200,0.202,0.091,0.059,0.095,0.092,0.331,0.835,0.785,0.043
tract,NA,NA,09170161100,0.206,0.089,0.055,0.101,0.085,0.315,0.818,0.784,0.048
tract,NA,NA,09170165100,0.267,0.127,0.062,0.109,0.117,0.354,0.812,0.647,0.105
tract,NA,NA,09170165200,0.188,0.081,0.054,0.097,0.084,0.319,0.832,0.799,0.04
tract,NA,NA,09170165300,0.184,0.078,0.047,0.102,0.077,0.295,0.817,0.802,0.043
tract,NA,NA,09170165400,0.26,0.127,0.07,0.105,0.111,0.376,0.837,0.737,0.07
tract,NA,NA,09170165500,0.306,0.154,0.058,0.127,0.142,0.392,0.813,0.603,0.128
tract,NA,NA,09170165600,0.295,0.144,0.062,0.12,0.132,0.375,0.809,0.635,0.115
tract,NA,NA,09170165700,0.246,0.103,0.045,0.118,0.098,0.315,0.801,0.689,0.09
tract,NA,NA,09170165801,0.241,0.109,0.053,0.11,0.102,0.328,0.812,0.719,0.081
tract,NA,NA,09170165802,0.243,0.115,0.062,0.109,0.108,0.355,0.826,0.723,0.07
tract,NA,NA,09170165900,0.215,0.086,0.05,0.105,0.081,0.293,0.806,0.779,0.056
tract,NA,NA,09170166002,0.242,0.083,0.045,0.113,0.068,0.245,0.777,0.74,0.062
tract,NA,NA,09170166003,0.263,0.124,0.067,0.108,0.109,0.357,0.821,0.709,0.077
tract,NA,NA,09170166004,0.231,0.092,0.05,0.107,0.082,0.285,0.791,0.718,0.072
tract,NA,NA,09170167101,0.225,0.102,0.063,0.101,0.098,0.343,0.825,0.761,0.053
tract,NA,NA,09170167102,0.183,0.077,0.051,0.098,0.078,0.303,0.827,0.814,0.038
tract,NA,NA,09170167201,0.228,0.101,0.06,0.102,0.088,0.327,0.819,0.747,0.057
tract,NA,NA,09170167202,0.267,0.124,0.071,0.104,0.101,0.353,0.817,0.729,0.073
tract,NA,NA,09170167301,0.242,0.109,0.062,0.105,0.097,0.332,0.808,0.721,0.066
tract,NA,NA,09170170100,0.433,0.219,0.075,0.127,0.172,0.37,0.758,0.418,0.302
tract,NA,NA,09170170200,0.363,0.16,0.061,0.116,0.129,0.319,0.746,0.447,0.269
tract,NA,NA,09170170300,0.351,0.159,0.061,0.112,0.137,0.327,0.757,0.509,0.244
tract,NA,NA,09170170400,0.281,0.126,0.058,0.11,0.112,0.324,0.781,0.614,0.137
tract,NA,NA,09170170500,0.242,0.106,0.058,0.107,0.094,0.321,0.803,0.71,0.081
tract,NA,NA,09170170600,0.3,0.145,0.071,0.112,0.123,0.356,0.801,0.596,0.13
tract,NA,NA,09170170700,0.279,0.12,0.055,0.109,0.106,0.311,0.779,0.635,0.151
tract,NA,NA,09170170800,0.305,0.145,0.068,0.112,0.123,0.348,0.789,0.636,0.149
tract,NA,NA,09170170900,0.39,0.206,0.087,0.115,0.171,0.392,0.784,0.458,0.238
tract,NA,NA,09170171000,0.384,0.2,0.08,0.115,0.173,0.383,0.774,0.483,0.248
tract,NA,NA,09170171100,0.265,0.118,0.06,0.109,0.105,0.326,0.794,0.656,0.109
tract,NA,NA,09170171201,0.233,0.105,0.059,0.104,0.095,0.327,0.813,0.722,0.073
tract,NA,NA,09170171202,0.283,0.131,0.068,0.11,0.106,0.345,0.802,0.679,0.099
tract,NA,NA,09170171300,0.3,0.137,0.064,0.109,0.12,0.338,0.782,0.632,0.154
tract,NA,NA,09170171400,0.347,0.168,0.067,0.112,0.144,0.343,0.77,0.56,0.226
tract,NA,NA,09170171500,0.306,0.134,0.053,0.109,0.12,0.314,0.765,0.565,0.208
tract,NA,NA,09170171600,0.293,0.135,0.064,0.11,0.114,0.34,0.789,0.59,0.134
tract,NA,NA,09170171700,0.249,0.111,0.062,0.105,0.099,0.333,0.807,0.736,0.087
tract,NA,NA,09170175100,0.231,0.091,0.048,0.107,0.082,0.28,0.781,0.681,0.085
tract,NA,NA,09170175200,0.216,0.083,0.043,0.105,0.077,0.268,0.775,0.703,0.088
tract,NA,NA,09170175300,0.251,0.11,0.059,0.109,0.093,0.319,0.797,0.679,0.082
tract,NA,NA,09170175400,0.271,0.113,0.053,0.11,0.095,0.296,0.765,0.658,0.129
tract,NA,NA,09170175501,0.212,0.093,0.057,0.104,0.088,0.326,0.821,0.759,0.046
tract,NA,NA,09170175502,0.278,0.133,0.079,0.103,0.103,0.371,0.833,0.756,0.064
tract,NA,NA,09170175600,0.243,0.106,0.06,0.107,0.09,0.321,0.803,0.745,0.069
tract,NA,NA,09170175700,0.231,0.101,0.057,0.107,0.091,0.318,0.804,0.716,0.063
tract,NA,NA,09170175800,0.208,0.09,0.055,0.102,0.087,0.313,0.814,0.777,0.052
tract,NA,NA,09170175900,0.264,0.125,0.073,0.105,0.105,0.358,0.819,0.717,0.071
tract,NA,NA,09170176000,0.22,0.099,0.06,0.104,0.092,0.334,0.823,0.775,0.049
tract,NA,NA,09170180101,0.243,0.11,0.066,0.102,0.094,0.342,0.821,0.729,0.065
tract,NA,NA,09170180102,0.284,0.134,0.073,0.109,0.109,0.359,0.807,0.702,0.094
tract,NA,NA,09170180200,0.255,0.109,0.055,0.106,0.094,0.307,0.787,0.72,0.111
tract,NA,NA,09170180300,0.299,0.144,0.072,0.111,0.116,0.357,0.803,0.663,0.111
tract,NA,NA,09170180400,0.307,0.152,0.076,0.109,0.123,0.366,0.803,0.656,0.121
tract,NA,NA,09170180500,0.279,0.13,0.065,0.11,0.111,0.342,0.798,0.663,0.105
tract,NA,NA,09170180601,0.26,0.117,0.063,0.106,0.097,0.336,0.804,0.68,0.082
tract,NA,NA,09170180602,0.265,0.122,0.068,0.109,0.106,0.348,0.809,0.717,0.078
tract,NA,NA,09170184101,0.277,0.132,0.072,0.11,0.109,0.357,0.813,0.686,0.077
tract,NA,NA,09170184200,0.235,0.103,0.055,0.107,0.095,0.313,0.802,0.711,0.072
tract,NA,NA,09170184300,0.274,0.136,0.08,0.106,0.111,0.383,0.838,0.764,0.064
tract,NA,NA,09170184400,0.23,0.109,0.07,0.103,0.098,0.362,0.842,0.788,0.045
tract,NA,NA,09170184500,0.213,0.094,0.062,0.1,0.088,0.334,0.831,0.797,0.045
tract,NA,NA,09170184600,0.195,0.087,0.059,0.099,0.086,0.334,0.841,0.803,0.037
tract,NA,NA,09170184700,0.225,0.1,0.059,0.104,0.092,0.328,0.818,0.769,0.055
tract,NA,NA,09170186100,0.251,0.114,0.066,0.106,0.094,0.34,0.814,0.756,0.062
tract,NA,NA,09170186200,0.237,0.105,0.061,0.106,0.092,0.33,0.81,0.748,0.061
tract,NA,NA,09170190100,0.239,0.114,0.071,0.103,0.1,0.366,0.844,0.776,0.046
tract,NA,NA,09170190200,0.218,0.101,0.067,0.099,0.096,0.358,0.848,0.814,0.042
tract,NA,NA,09170190301,0.21,0.093,0.059,0.101,0.089,0.328,0.825,0.787,0.046
tract,NA,NA,09170190302,0.225,0.103,0.065,0.104,0.096,0.345,0.83,0.769,0.049
tract,NA,NA,09170190303,0.225,0.102,0.062,0.105,0.096,0.338,0.821,0.769,0.053
tract,NA,NA,09170194101,0.232,0.11,0.074,0.1,0.098,0.374,0.857,0.828,0.039
tract,NA,NA,09170194102,0.207,0.094,0.065,0.097,0.091,0.356,0.855,0.829,0.033
